PAYRATE_ID,PAYRATE_Type,PAYRATE_Amount
1,true,38909.43
2,false,17392.64
3,false,24801.52
4,false,89510.86
5,true,55239.78
6,true,16231.45
7,false,1583.66
8,false,20767.23
9,true,21284.41
10,true,39817.0
11,false,42513.9
12,true,71693.79
13,true,3774.02
14,true,17907.38
15,false,52556.74
16,true,48875.75
17,true,8100.38
18,true,24728.4
19,false,16392.52
20,true,79087.75
21,true,84113.76
22,false,23278.85
23,false,79260.77
24,true,16770.51
25,false,64808.55
26,false,39214.28
27,true,63800.88
28,true,20185.34
29,true,89017.74
30,true,40058.28
31,true,19622.83
32,false,82403.76
33,false,31458.57
34,false,95319.12
35,true,10170.26
36,true,8729.91
37,true,6874.52
38,false,67728.87
39,true,98615.0
40,false,36913.94
41,false,12581.77
42,true,59847.22
43,false,32019.78
44,false,2398.77
45,true,41816.48
46,false,64147.83
47,true,68168.21
48,false,49967.08
49,false,68515.65
50,true,79132.53
51,true,22959.33
52,false,25539.08
53,true,88786.2
54,false,45021.29
55,true,49968.19
56,false,7438.66
57,false,6249.32
58,false,22205.27
59,false,2738.06
60,true,14091.56
61,true,75755.72
62,false,29747.9
63,true,25476.6
64,false,89773.96
65,true,5780.78
66,false,75518.53
67,true,3611.05
68,false,77929.09
69,true,88909.23
70,false,10241.94
71,false,15218.62
72,false,99438.77
73,true,57678.44
74,true,59383.31
75,false,55269.32
76,true,27512.87
77,false,8075.58
78,false,71500.59
79,true,49925.98
80,false,69278.33
81,false,74559.16
82,false,14036.56
83,true,26741.33
84,true,74950.86
85,false,20305.52
86,true,76282.93
87,true,25719.89
88,false,80550.9
89,true,703.28
90,true,75743.81
91,false,88899.62
92,true,94403.71
93,true,82305.82
94,false,14028.82
95,false,11332.9
96,true,86763.7
97,false,64075.25
98,false,71383.38
99,false,76350.46
100,false,17559.34
101,true,98308.28
102,true,31805.67
103,false,35244.56
104,true,44893.35
105,true,27075.88
106,false,32254.32
107,false,49904.26
108,true,34649.53
109,false,6348.0
110,true,29870.16
111,true,38122.28
112,true,63579.22
113,true,70665.5
114,true,11910.81
115,true,9447.03
116,true,52898.56
117,false,10453.7
118,false,62915.31
119,false,19512.51
120,false,60233.72
121,true,17877.83
122,false,81597.18
123,false,55363.58
124,true,61439.71
125,true,71953.62
126,true,45656.36
127,false,85348.44
128,false,26390.5
129,false,3271.95
130,false,2584.26
131,false,55462.52
132,false,68508.65
133,true,11558.57
134,false,80495.15
135,false,1481.73
136,false,6859.21
137,false,45657.35
138,true,31389.15
139,false,65249.66
140,false,17401.32
141,true,33330.06
142,false,94974.33
143,false,92025.93
144,true,57776.79
145,false,55411.08
146,false,78713.72
147,true,59918.3
148,false,58402.36
149,true,10424.25
150,false,24823.7
151,false,87563.9
152,false,95772.09
153,true,55795.56
154,false,82912.99
155,true,67547.79
156,false,52251.2
157,false,14432.11
158,false,21090.61
159,false,19797.0
160,true,11521.2
161,true,54038.0
162,true,91914.06
163,false,39512.97
164,false,66647.24
165,true,44885.91
166,false,70873.21
167,true,81861.05
168,true,33519.96
169,true,6413.38
170,false,36594.15
171,false,46593.97
172,true,69812.55
173,true,45940.18
174,false,28238.23
175,false,15605.59
176,false,4957.89
177,true,18265.46
178,false,68012.05
179,true,89603.95
180,true,38815.98
181,true,80173.85
182,false,4057.71
183,false,97282.12
184,false,48207.08
185,true,35571.87
186,true,20807.39
187,true,6038.2
188,true,35117.87
189,false,26358.33
190,false,33986.52
191,false,91479.85
192,false,48226.8
193,true,54383.99
194,false,30199.98
195,false,51489.32
196,true,25294.73
197,false,59369.7
198,false,79547.53
199,false,49893.39
200,true,85894.17
201,false,55360.83
202,true,82021.9
203,false,60633.68
204,false,12514.23
205,true,52019.14
206,true,12167.65
207,false,89192.06
208,false,48276.95
209,false,35556.64
210,true,79173.64
211,true,9439.37
212,true,72950.16
213,false,15748.83
214,true,93638.93
215,false,76393.02
216,true,12781.03
217,true,29688.96
218,true,45398.69
219,false,29158.64
220,true,53463.33
221,true,62088.39
222,false,39181.88
223,true,61081.5
224,true,75368.07
225,true,43929.5
226,false,9134.32
227,true,53285.98
228,false,40259.41
229,false,20508.79
230,true,47329.09
231,true,490.84
232,true,39910.18
233,true,61612.58
234,true,61725.03
235,false,61873.54
236,true,61522.08
237,false,64595.7
238,true,47094.67
239,false,58700.47
240,true,19996.17
241,true,91049.0
242,false,60963.15
243,true,94619.83
244,false,99621.2
245,true,66728.85
246,true,48177.31
247,true,21792.19
248,true,71391.29
249,true,96513.21
250,false,63791.52
251,false,20856.09
252,true,37118.28
253,false,41102.32
254,true,73135.56
255,false,73908.36
256,true,35156.98
257,true,88021.64
258,false,59961.72
259,false,39322.51
260,true,6929.16
261,true,94174.16
262,false,11495.5
263,false,20856.06
264,true,62224.72
265,true,43451.34
266,true,68435.89
267,true,97709.42
268,false,16598.69
269,false,9717.64
270,true,22583.96
271,false,90971.73
272,false,11148.07
273,false,52644.1
274,true,19265.71
275,true,35863.05
276,true,37924.57
277,false,63690.79
278,false,38088.0
279,false,41044.1
280,true,32626.59
281,true,91179.75
282,true,43225.02
283,false,15536.41
284,false,33102.91
285,true,60801.81
286,true,25112.89
287,false,23843.95
288,false,38445.76
289,true,46476.11
290,false,74497.57
291,false,11961.11
292,true,15278.89
293,true,99404.68
294,false,19660.27
295,false,65164.82
296,true,64642.26
297,true,24407.2
298,true,8585.33
299,true,12019.32
300,true,86993.51
301,true,59550.68
302,false,96423.6
303,false,42282.54
304,true,49927.11
305,true,23224.44
306,true,82309.33
307,true,44123.11
308,false,24092.6
309,true,63822.75
310,true,47662.56
311,false,3185.69
312,true,73899.57
313,false,84603.94
314,false,41519.45
315,true,47803.75
316,true,82355.72
317,true,63750.12
318,false,57092.03
319,false,1006.26
320,false,56939.3
321,true,8438.54
322,true,48705.77
323,false,77810.15
324,false,29888.76
325,false,6341.54
326,true,50763.44
327,false,57441.38
328,false,14788.41
329,false,56793.43
330,true,53197.61
331,true,56359.34
332,true,56072.72
333,true,11727.22
334,false,4680.15
335,false,66561.17
336,false,47059.79
337,true,40382.2
338,false,76570.01
339,false,68609.93
340,false,73440.14
341,true,9558.94
342,true,72755.83
343,true,9126.49
344,false,33109.41
345,true,22935.75
346,false,64745.0
347,true,5792.56
348,true,88222.73
349,true,37277.75
350,true,41627.41
351,false,82009.94
352,true,92908.21
353,false,81714.87
354,false,96650.17
355,false,43970.52
356,false,59083.37
357,true,2459.42
358,true,41261.49
359,true,20477.99
360,true,16325.21
361,false,8446.02
362,false,34806.07
363,true,1763.53
364,true,76002.9
365,true,3846.83
366,false,95736.56
367,true,14590.44
368,false,73432.01
369,true,22537.54
370,true,75804.97
371,false,53435.41
372,false,96948.7
373,true,70946.31
374,true,26804.62
375,true,98271.07
376,true,71849.62
377,false,5848.48
378,false,51774.82
379,true,52461.95
380,true,59381.31
381,false,97177.64
382,false,48873.3
383,false,54475.96
384,true,13857.21
385,true,54616.26
386,false,86098.13
387,true,16838.53
388,true,82917.76
389,true,2522.65
390,true,30072.24
391,true,34916.46
392,true,12976.95
393,true,47654.64
394,true,16708.6
395,true,82631.51
396,false,45886.53
397,false,90012.75
398,true,84570.9
399,false,67191.56
400,true,718.7
401,false,86719.31
402,false,42040.04
403,false,11812.93
404,false,94423.49
405,true,36400.29
406,true,34805.22
407,true,57654.1
408,true,57738.62
409,false,5489.57
410,false,62567.66
411,false,22321.46
412,true,42448.07
413,false,22417.0
414,true,54580.15
415,false,90962.6
416,true,50570.63
417,false,97079.86
418,false,57185.3
419,false,69672.76
420,true,80994.86
421,true,6160.24
422,true,15288.64
423,true,55645.01
424,false,61318.73
425,false,21375.72
426,true,82710.61
427,false,55986.28
428,false,17276.49
429,true,36318.89
430,false,32260.5
431,false,3935.71
432,false,61289.4
433,false,50100.86
434,true,95417.67
435,true,54901.56
436,true,11534.24
437,false,79524.14
438,false,60737.41
439,true,4277.7
440,true,21508.91
441,false,73407.24
442,false,71773.49
443,false,22553.95
444,true,23721.23
445,false,97134.2
446,true,43449.76
447,false,91145.65
448,true,17499.09
449,true,52863.42
450,false,85239.78
451,true,32137.73
452,true,1800.64
453,false,90087.62
454,true,30564.78
455,false,52812.16
456,true,23263.65
457,false,14103.2
458,false,10145.88
459,true,68614.75
460,false,39596.1
461,true,6882.82
462,false,98099.4
463,false,7092.66
464,false,18470.86
465,false,7873.6
466,false,99027.47
467,true,37801.82
468,false,95257.65
469,true,95301.52
470,false,50653.68
471,true,96073.76
472,false,26878.67
473,true,44855.86
474,true,79279.0
475,true,96819.96
476,true,35249.57
477,true,59822.99
478,false,97184.11
479,false,24048.41
480,false,46194.89
481,false,99508.7
482,false,22118.16
483,false,60646.84
484,true,26232.27
485,false,75487.01
486,true,62597.82
487,true,46634.34
488,false,56414.64
489,true,64910.93
490,true,85675.29
491,false,23688.37
492,true,62329.7
493,true,16123.31
494,true,82864.05
495,false,58559.86
496,true,24024.53
497,false,47190.03
498,false,45306.81
499,true,55823.06
500,false,61826.76
501,false,14066.81
502,true,18427.09
503,true,9476.03
504,false,94817.15
505,false,79183.27
506,true,46310.45
507,false,7584.77
508,true,75196.11
509,false,94967.99
510,false,48245.42
511,true,9183.83
512,false,53864.33
513,false,23673.7
514,false,23270.67
515,true,38808.71
516,false,22648.68
517,false,48748.8
518,false,7207.26
519,false,20949.89
520,true,10762.87
521,true,12121.15
522,true,71099.85
523,true,91825.34
524,true,3070.19
525,true,32610.0
526,true,54720.45
527,false,88357.43
528,true,96566.66
529,false,47223.36
530,true,44976.93
531,false,77564.3
532,true,6474.89
533,true,91334.68
534,false,33420.52
535,false,69027.25
536,true,3153.9
537,false,64002.7
538,false,39347.01
539,true,50640.91
540,true,28274.47
541,false,54029.5
542,true,36189.6
543,false,76729.4
544,true,45907.36
545,true,88746.56
546,true,15698.94
547,true,88393.13
548,false,64815.07
549,true,43967.5
550,true,59814.76
551,false,46525.01
552,true,23592.45
553,false,58266.36
554,false,63041.2
555,false,72976.12
556,true,10537.83
557,true,75372.29
558,true,14698.23
559,false,85095.35
560,false,59053.13
561,false,68850.18
562,true,72989.06
563,false,13411.28
564,false,53999.25
565,false,75849.88
566,false,25561.25
567,false,96291.92
568,false,35258.1
569,false,16593.33
570,true,17369.31
571,true,53673.64
572,false,80176.89
573,false,5403.77
574,true,47261.77
575,true,55631.34
576,false,90219.74
577,false,40446.49
578,true,88555.69
579,false,73909.38
580,false,28532.76
581,true,68437.54
582,true,32828.71
583,true,62553.68
584,true,67514.12
585,false,45709.96
586,false,83161.9
587,false,67644.27
588,true,93529.41
589,true,88114.79
590,false,30980.96
591,false,52878.53
592,false,31769.61
593,true,42193.73
594,false,28033.85
595,true,60078.61
596,true,72075.81
597,true,75317.7
598,true,29110.92
599,true,25031.5
600,false,35534.23
601,false,33595.54
602,false,37866.55
603,true,74466.4
604,false,57696.98
605,true,63372.27
606,true,76881.0
607,true,62004.91
608,true,86844.43
609,true,36081.04
610,true,14531.34
611,false,97008.17
612,true,14069.15
613,false,7642.13
614,true,66650.0
615,false,51959.94
616,false,46772.43
617,false,9372.71
618,true,8135.98
619,false,28166.11
620,true,23912.43
621,true,67138.85
622,false,17643.93
623,false,61297.07
624,false,92932.96
625,true,26694.28
626,true,83926.64
627,true,77562.38
628,false,93895.61
629,true,302.77
630,false,49513.66
631,true,66950.37
632,true,30344.5
633,true,71283.2
634,true,29842.48
635,true,17127.67
636,false,51767.96
637,true,7164.58
638,false,43908.36
639,false,63235.56
640,true,59049.75
641,false,10659.3
642,false,29308.33
643,true,41110.58
644,false,50725.6
645,true,30914.62
646,true,5027.39
647,true,55236.25
648,false,17597.6
649,false,31307.13
650,true,11442.92
651,true,4803.05
652,false,85456.54
653,false,96513.91
654,false,28781.49
655,false,1144.03
656,true,17596.28
657,false,94552.29
658,true,89079.17
659,false,79172.37
660,true,10015.47
661,true,7109.51
662,false,80728.48
663,true,68219.22
664,false,52470.99
665,true,9447.63
666,false,29446.0
667,false,74153.5
668,true,2616.19
669,false,42496.43
670,true,51016.79
671,true,2081.99
672,false,80478.36
673,true,76060.0
674,true,21674.61
675,false,47525.46
676,true,11892.18
677,true,85227.06
678,false,73301.87
679,false,70640.98
680,false,75968.97
681,true,25319.53
682,false,33579.78
683,true,58519.41
684,true,34307.94
685,false,2832.91
686,true,78983.27
687,true,99668.67
688,false,87127.29
689,false,78330.02
690,false,86257.33
691,false,22661.14
692,true,67092.17
693,false,22207.69
694,false,7249.25
695,true,70949.63
696,true,5664.05
697,true,32848.92
698,true,35475.79
699,true,26598.38
700,true,94137.32
701,true,47065.47
702,false,29000.83
703,true,59351.37
704,false,78109.82
705,true,8940.73
706,true,54036.12
707,false,14537.88
708,false,78406.31
709,true,32685.59
710,true,84361.19
711,false,58209.43
712,true,38991.84
713,false,90443.85
714,false,82016.45
715,true,37725.93
716,false,56025.71
717,false,75483.09
718,false,24304.66
719,false,43022.45
720,true,54615.17
721,true,85670.45
722,true,94085.42
723,true,49800.5
724,true,6166.8
725,false,80076.99
726,true,95474.04
727,false,11905.21
728,false,91792.28
729,true,82484.43
730,false,18403.95
731,true,38046.53
732,false,73233.79
733,true,13898.34
734,true,41355.12
735,false,47449.94
736,false,25163.97
737,false,14442.69
738,false,48916.48
739,false,477.9
740,true,89054.81
741,false,58180.2
742,false,2561.84
743,true,30503.81
744,true,98304.86
745,true,83299.15
746,false,80804.24
747,false,21327.21
748,false,27206.72
749,false,76472.66
750,true,90288.59
751,true,49388.59
752,true,19092.45
753,false,83705.08
754,false,39135.99
755,true,54135.49
756,false,33662.7
757,true,28228.41
758,false,51390.76
759,true,28865.16
760,false,42282.61
761,true,61659.29
762,false,5353.02
763,false,84615.87
764,true,55178.96
765,true,64234.14
766,false,80968.53
767,true,44285.05
768,false,43817.7
769,true,38799.13
770,true,79854.05
771,true,24852.3
772,true,67245.4
773,true,35432.57
774,false,6616.93
775,false,48961.62
776,true,16668.95
777,false,98599.1
778,true,86702.37
779,true,11525.54
780,true,85050.11
781,false,76143.88
782,false,87185.78
783,true,71495.4
784,false,15659.52
785,false,64370.83
786,false,17075.72
787,false,69523.42
788,true,20887.55
789,true,92811.67
790,false,75007.01
791,true,7416.6
792,false,58607.63
793,true,69218.11
794,true,44702.0
795,false,73685.12
796,false,62397.81
797,false,84247.25
798,false,86061.92
799,true,88459.87
800,true,85779.93
801,true,72498.48
802,true,37521.97
803,true,54369.94
804,true,58330.42
805,false,61169.41
806,true,47815.74
807,true,34366.49
808,false,74585.72
809,true,59520.91
810,false,68151.06
811,false,41257.91
812,true,28195.73
813,true,85302.9
814,false,81453.77
815,false,90471.48
816,true,36319.38
817,true,79020.69
818,true,53915.18
819,false,65026.26
820,true,13873.45
821,true,13211.72
822,true,28614.16
823,true,5322.64
824,false,78286.1
825,false,33013.98
826,true,90974.84
827,true,15495.78
828,true,33348.32
829,false,35558.98
830,true,86632.53
831,false,9072.52
832,true,44224.52
833,false,55567.18
834,true,47056.26
835,false,60262.78
836,false,51747.4
837,false,39087.63
838,true,48009.93
839,false,200.41
840,true,73325.19
841,false,46515.39
842,true,47748.56
843,false,58732.4
844,false,82330.16
845,false,72883.17
846,false,6416.96
847,false,65624.81
848,true,83907.65
849,true,87267.37
850,false,19997.65
851,false,25771.84
852,false,4523.61
853,true,29824.66
854,true,5436.66
855,true,42518.93
856,false,11071.4
857,false,87429.32
858,false,1255.44
859,true,98299.91
860,true,10385.28
861,true,37664.26
862,true,77548.98
863,true,39668.05
864,false,54176.32
865,true,13531.37
866,true,49378.78
867,false,59663.41
868,true,40032.34
869,true,45491.54
870,true,94131.69
871,false,86931.64
872,true,34768.32
873,false,60933.84
874,false,90772.77
875,true,54278.31
876,false,91923.16
877,true,97429.03
878,true,39457.12
879,true,82333.93
880,false,84623.37
881,false,17284.52
882,false,7152.89
883,false,53772.49
884,false,60939.83
885,false,72910.12
886,false,30557.48
887,false,93689.34
888,true,29813.33
889,false,83282.79
890,false,72059.92
891,false,50194.23
892,false,78047.29
893,true,94425.1
894,false,6024.49
895,false,49331.55
896,true,66724.19
897,true,20735.92
898,true,79448.49
899,true,73547.47
900,false,86580.61
